  INDEX SIGMA VAI BASIS(1...NCOEF)
         1      0.664451E-01      0.848251E+04      0.100000E+01      0.333638E+00      0.111314E+00      0.371385E-01      0.929243E-01      0.310030E-01      0.103438E-01      0.525004E-02      0.175161E-02      0.330587E-03      0.169244E-02      0.564662E-03      0.157269E-03      0.333640E+00      0.111315E+00      0.371388E-01      0.186109E-01      0.620930E-02      0.116474E-02      0.123923E-01      0.413455E-02      0.564666E-03      0.586883E-03      0.334047E-01      0.111451E-01      0.207083E-02      0.103328E-02      0.371688E-02      0.115191E-01      0.384320E-02      0.107040E-02      0.198695E-02      0.538076E+00      0.500004E-01      0.166820E-01      0.282492E-02      0.910663E-03      0.854171E-01      0.284984E-01      0.480470E-02      0.313263E-02      0.826076E-02      0.273748E-02      0.168807E+00      0.156863E-01      0.258226E-01      0.583529E-01      0.163098E-01      0.544156E-02      0.101709E-02      0.498487E-03      0.358533E-02      0.111265E-01      0.371223E-02      0.103393E-02      0.185627E-02      0.185598E-02      0.941066E-01      0.313975E-01      0.520939E-02      0.353540E-02      0.877592E-02      0.598693E-02      0.304982E-01      0.971354E-02      0.346067E-02      0.603597E-01      0.560888E-02      0.201384E-01      0.324781E-01      0.262639E+00      0.244056E-01      0.814262E-02      0.137887E-02      0.444502E-03      0.876270E-01      0.292357E-01      0.488796E-02      0.325472E-02      0.877340E-02      0.302536E-02      0.141320E+00      0.131321E-01      0.224339E-01      0.443353E-01      0.428360E-02      0.292227E-02      0.247161E-01      0.158528E-01      0.689794E-01      0.640986E-02      0.230143E-01      0.371162E-01      0.181167E-01
         2      0.545293E+00     -0.107980E+03      0.100000E+01      0.333638E+00      0.111314E+00      0.371385E-01      0.194940E-01      0.650394E-02      0.216996E-02      0.225000E-03      0.750685E-04      0.287520E-05      0.775087E-04      0.258598E-04      0.151096E-05      0.486388E-01      0.162277E-01      0.541419E-02      0.545180E-03      0.181893E-03      0.685782E-05      0.402988E-03      0.134452E-03      0.376993E-05      0.408592E-05      0.672610E-03      0.224408E-03      0.831745E-05      0.479444E-05      0.102519E-04      0.261826E-03      0.873549E-04      0.510404E-05      0.649731E-05      0.538076E+00      0.104893E-01      0.349962E-02      0.121067E-03      0.417056E-04      0.136532E-01      0.455521E-02      0.153582E-03      0.112574E-03      0.197555E-03      0.759431E-04      0.168807E+00      0.329073E-02      0.441063E-02      0.583529E-01      0.327357E-03      0.109219E-03      0.403902E-05      0.234249E-05      0.968466E-05      0.257381E-03      0.858720E-04      0.501739E-05      0.623760E-05      0.628112E-05      0.125182E-01      0.417656E-02      0.139767E-03      0.104264E-03      0.176143E-03      0.138491E-03      0.379995E-02      0.164361E-03      0.649392E-04      0.603597E-01      0.117665E-02      0.293583E-02      0.324781E-01      0.262639E+00      0.511990E-02      0.170819E-02      0.590939E-04      0.203568E-04      0.127745E-01      0.426205E-02      0.143186E-03      0.105840E-03      0.176654E-03      0.687658E-04      0.141320E+00      0.275490E-02      0.358586E-02      0.443353E-01      0.859768E-04      0.675984E-04      0.328778E-02      0.158528E-01      0.689794E-01      0.134469E-02      0.335508E-02      0.371162E-01      0.181167E-01
         3      0.607486E+00     -0.230016E+03      0.100000E+01      0.333638E+00      0.111314E+00      0.371385E-01      0.208146E-01      0.694452E-02      0.231695E-02      0.218481E-03      0.728934E-04      0.231246E-05      0.107383E-03      0.358270E-04      0.223513E-05      0.113344E+00      0.378157E-01      0.126167E-01      0.118266E-02      0.394578E-03      0.124453E-04      0.117654E-02      0.392539E-03      0.121712E-04      0.123181E-04      0.323326E-02      0.107874E-02      0.338065E-04      0.334924E-04      0.927995E-04      0.160004E-02      0.533835E-03      0.333043E-04      0.909728E-04      0.538076E+00      0.111998E-01      0.373668E-02      0.117559E-03      0.577802E-04      0.300046E-01      0.100107E-01      0.313881E-03      0.310652E-03      0.843451E-03      0.415960E-03      0.168807E+00      0.351364E-02      0.930338E-02      0.583529E-01      0.159758E-02      0.533013E-03      0.167211E-04      0.165318E-04      0.906936E-04      0.160914E-02      0.536870E-03      0.334936E-04      0.903822E-04      0.920037E-04      0.309830E-01      0.103371E-01      0.322478E-03      0.322419E-03      0.859621E-03      0.865840E-03      0.982982E-02      0.896290E-03      0.444987E-03      0.603597E-01      0.125636E-02      0.684139E-02      0.324781E-01      0.262639E+00      0.546673E-02      0.182391E-02      0.573817E-04      0.282030E-04      0.297685E-01      0.993190E-02      0.310612E-03      0.309007E-03      0.849181E-03      0.420235E-03      0.141320E+00      0.294152E-02      0.788039E-02      0.443353E-01      0.419588E-03      0.422624E-03      0.813735E-02      0.158528E-01      0.689794E-01      0.143578E-02      0.781839E-02      0.371162E-01      0.181167E-01
         4      0.126637E+00      0.383279E+04      0.100000E+01      0.333638E+00      0.111314E+00      0.371385E-01      0.538431E-01      0.179641E-01      0.599349E-02      0.158759E-02      0.529681E-03      0.501737E-04      0.655741E-03      0.218780E-03      0.353071E-04      0.259674E+00      0.866369E-01      0.289053E-01      0.760987E-02      0.253894E-02      0.239460E-03      0.637176E-02      0.212586E-02      0.170279E-03      0.172796E-03      0.228226E-01      0.761449E-02      0.711706E-03      0.517135E-03      0.236983E-02      0.978467E-02      0.326453E-02      0.526836E-03      0.179578E-02      0.538076E+00      0.289717E-01      0.966604E-02      0.854246E-03      0.352839E-03      0.554185E-01      0.184897E-01      0.163035E-02      0.135355E-02      0.413861E-02      0.175790E-02      0.168807E+00      0.908908E-02      0.141455E-01      0.583529E-01      0.683425E-02      0.228016E-02      0.215722E-03      0.152255E-03      0.102963E-02      0.568500E-02      0.189673E-02      0.306098E-03      0.745043E-03      0.731204E-03      0.843059E-01      0.281276E-01      0.246434E-02      0.207495E-02      0.367735E-02      0.305897E-02      0.296892E-01      0.814172E-02      0.350700E-02      0.603597E-01      0.324995E-02      0.156738E-01      0.324781E-01      0.262639E+00      0.141413E-01      0.471807E-02      0.416964E-03      0.172224E-03      0.682006E-01      0.227543E-01      0.199865E-02      0.167348E-02      0.599413E-02      0.256984E-02      0.141320E+00      0.760911E-02      0.145551E-01      0.443353E-01      0.179494E-02      0.149311E-02      0.221421E-01      0.158528E-01      0.689794E-01      0.371406E-02      0.179122E-01      0.371162E-01      0.181167E-01
         5      0.500144E+00     -0.374801E+00      0.100000E+01      0.333638E+00      0.111314E+00      0.371385E-01      0.536830E-07      0.179107E-07      0.597567E-08      0.163140E-14      0.544298E-15      0.540145E-22      0.625228E-15      0.208600E-15      0.335641E-22      0.839554E-07      0.280107E-07      0.934542E-08      0.254367E-14      0.848664E-15      0.840605E-22      0.196331E-14      0.655032E-15      0.524913E-22      0.529047E-22      0.257741E-14      0.859921E-15      0.850438E-22      0.533193E-22      0.967325E-22      0.100013E-14      0.333682E-15      0.536901E-22      0.612894E-22      0.538076E+00      0.288855E-07      0.963730E-08      0.877820E-15      0.336421E-15      0.276199E-07      0.921505E-08      0.837016E-15      0.645704E-15      0.931476E-15      0.361309E-15      0.168807E+00      0.906206E-08      0.979411E-08      0.583529E-01      0.694467E-15      0.231700E-15      0.228906E-22      0.143904E-22      0.356271E-22      0.540952E-15      0.180482E-15      0.290399E-22      0.226772E-22      0.227387E-22      0.175545E-07      0.585684E-08      0.531674E-15      0.410705E-15      0.373676E-15      0.291073E-15      0.437815E-08      0.455369E-15      0.176839E-15      0.603597E-01      0.324029E-08      0.506752E-08      0.324781E-01      0.262639E+00      0.140993E-07      0.470404E-08      0.428471E-15      0.164210E-15      0.220500E-07      0.735671E-08      0.668068E-15      0.515641E-15      0.676930E-15      0.262674E-15      0.141320E+00      0.758648E-08      0.725408E-08      0.443353E-01      0.182394E-15      0.142075E-15      0.461051E-08      0.158528E-01      0.689794E-01      0.370302E-08      0.579120E-08      0.371162E-01      0.181167E-01
         6      0.304409E+00      0.835282E+03      0.100000E+01      0.333638E+00      0.111314E+00      0.371385E-01      0.571472E-01      0.190664E-01      0.636128E-02      0.164584E-02      0.549113E-03      0.477669E-04      0.809980E-03      0.270240E-03      0.462880E-04      0.258663E+00      0.862996E-01      0.287928E-01      0.736085E-02      0.245586E-02      0.211140E-03      0.742098E-02      0.247592E-02      0.209511E-03      0.214576E-03      0.172488E-01      0.575484E-02      0.490208E-03      0.495512E-03      0.117863E-02      0.836286E-02      0.279017E-02      0.477914E-03      0.111673E-02      0.538076E+00      0.307495E-01      0.102592E-01      0.885587E-03      0.435831E-03      0.731306E-01      0.243991E-01      0.208991E-02      0.208930E-02      0.507897E-02      0.248863E-02      0.168807E+00      0.964684E-02      0.237371E-01      0.583529E-01      0.813712E-02      0.271485E-02      0.229944E-03      0.235069E-03      0.105834E-02      0.832879E-02      0.277880E-02      0.475967E-03      0.104643E-02      0.110792E-02      0.660496E-01      0.220366E-01      0.187079E-02      0.190376E-02      0.437839E-02      0.448153E-02      0.199270E-01      0.420219E-02      0.201123E-02      0.603597E-01      0.344939E-02      0.156128E-01      0.324781E-01      0.262639E+00      0.150091E-01      0.500760E-02      0.432262E-03      0.212733E-03      0.679350E-01      0.226657E-01      0.193325E-02      0.194904E-02      0.453021E-02      0.219642E-02      0.141320E+00      0.807604E-02      0.192070E-01      0.443353E-01      0.213713E-02      0.218747E-02      0.173472E-01      0.158528E-01      0.689794E-01      0.394198E-02      0.178424E-01      0.371162E-01      0.181167E-01
         7      0.500255E+00     -0.663584E+00      0.100000E+01      0.333638E+00      0.111314E+00      0.371385E-01      0.301656E-04      0.100644E-04      0.335786E-05      0.459366E-09      0.153262E-09      0.706078E-14      0.225299E-09      0.751683E-10      0.679629E-14      0.833209E-04      0.277990E-04      0.927479E-05      0.126903E-08      0.423396E-09      0.195090E-13      0.124440E-08      0.415178E-09      0.187721E-13      0.187659E-13      0.206595E-08      0.689278E-09      0.317860E-13      0.305346E-13      0.572714E-13      0.101098E-08      0.337302E-09      0.304969E-13      0.548064E-13      0.538076E+00      0.162314E-04      0.541541E-05      0.247174E-09      0.121228E-09      0.185657E-04      0.619423E-05      0.282634E-09      0.277413E-09      0.393419E-09      0.192768E-09      0.168807E+00      0.509217E-05      0.496057E-05      0.583529E-01      0.719922E-09      0.240193E-09      0.110587E-13      0.106582E-13      0.305549E-13      0.707309E-09      0.235985E-09      0.213364E-13      0.294296E-13      0.295040E-13      0.262673E-04      0.876375E-05      0.400201E-09      0.392168E-09      0.387373E-09      0.380586E-09      0.910458E-05      0.718219E-09      0.351218E-09      0.603597E-01      0.182079E-05      0.502923E-05      0.324781E-01      0.262639E+00      0.792268E-05      0.264330E-05      0.120648E-09      0.591724E-10      0.218834E-04      0.730111E-05      0.333297E-09      0.326828E-09      0.542600E-09      0.265524E-09      0.141320E+00      0.426301E-05      0.487610E-05      0.443353E-01      0.189080E-09      0.185767E-09      0.689882E-05      0.158528E-01      0.689794E-01      0.208081E-05      0.574743E-05      0.371162E-01      0.181167E-01
         8      0.500053E+00     -0.137184E+00      0.100000E+01      0.333638E+00      0.111314E+00      0.371385E-01      0.121025E-07      0.403784E-08      0.134718E-08      0.736844E-16      0.245839E-16      0.451320E-24      0.363929E-16      0.121420E-16      0.440445E-24      0.135933E-07      0.453524E-08      0.151313E-08      0.828506E-16      0.276421E-16      0.507999E-24      0.816621E-16      0.272456E-16      0.494700E-24      0.493615E-24      0.473830E-16      0.158088E-16      0.290872E-24      0.282580E-24      0.169314E-24      0.232821E-16      0.776778E-17      0.281771E-24      0.163465E-24      0.538076E+00      0.651206E-08      0.217267E-08      0.396478E-16      0.195822E-16      0.385068E-08      0.128473E-08      0.234746E-16      0.231282E-16      0.140810E-16      0.691274E-17      0.168807E+00      0.204298E-08      0.125147E-08      0.583529E-01      0.228960E-16      0.763895E-17      0.140515E-24      0.136583E-24      0.158216E-24      0.225194E-16      0.751332E-17      0.272541E-24      0.153016E-24      0.153097E-24      0.346356E-08      0.115557E-08      0.211054E-16      0.208123E-16      0.123198E-16      0.121172E-16      0.104317E-08      0.114147E-16      0.561480E-17      0.603597E-01      0.730502E-09      0.820488E-09      0.324781E-01      0.262639E+00      0.317859E-08      0.106050E-08      0.193524E-16      0.955821E-17      0.357014E-08      0.119113E-08      0.217598E-16      0.214477E-16      0.124447E-16      0.611479E-17      0.141320E+00      0.171032E-08      0.101134E-08      0.443353E-01      0.601338E-17      0.591448E-17      0.909667E-09      0.158528E-01      0.689794E-01      0.834823E-09      0.937659E-09      0.371162E-01      0.181167E-01
         9      0.505857E+00     -0.150526E+02      0.100000E+01      0.333638E+00      0.111314E+00      0.371385E-01      0.310614E-02      0.103632E-02      0.345757E-03      0.546955E-05      0.182485E-05      0.104996E-07      0.208927E-05      0.697058E-06      0.648955E-08      0.395590E-02      0.131984E-02      0.440347E-03      0.687413E-05      0.229347E-05      0.130870E-07      0.541344E-05      0.180613E-05      0.826493E-08      0.854994E-08      0.576111E-05      0.192212E-05      0.108823E-07      0.701249E-08      0.101866E-07      0.232320E-05      0.775106E-06      0.721616E-08      0.687224E-08      0.538076E+00      0.167134E-02      0.557621E-03      0.294303E-05      0.112419E-05      0.131349E-02      0.438231E-03      0.228374E-05      0.179615E-05      0.209640E-05      0.844725E-06      0.168807E+00      0.524337E-03      0.467983E-03      0.583529E-01      0.144490E-05      0.482074E-06      0.272117E-08      0.176689E-08      0.339779E-08      0.117592E-05      0.392332E-06      0.365258E-08      0.231810E-08      0.233374E-08      0.815084E-03      0.271942E-03      0.141507E-05      0.111670E-05      0.777468E-06      0.632737E-06      0.199800E-03      0.100352E-05      0.405333E-06      0.603597E-01      0.187485E-03      0.238777E-03      0.324781E-01      0.262639E+00      0.815794E-03      0.272179E-03      0.143652E-05      0.548724E-06      0.103898E-02      0.346641E-03      0.180542E-05      0.142178E-05      0.151309E-05      0.610163E-06      0.141320E+00      0.438959E-03      0.344975E-03      0.443353E-01      0.379488E-06      0.308844E-06      0.214073E-03      0.158528E-01      0.689794E-01      0.214260E-03      0.272876E-03      0.371162E-01      0.181167E-01
        10      0.500128E+00     -0.333864E+00      0.100000E+01      0.333638E+00      0.111314E+00      0.371385E-01      0.139346E-07      0.464910E-08      0.155111E-08      0.100659E-15      0.335836E-16      0.751104E-24      0.467567E-16      0.155998E-16      0.651534E-24      0.697078E-07      0.232572E-07      0.775946E-08      0.504536E-15      0.168332E-15      0.377119E-23      0.466813E-15      0.155746E-15      0.325931E-23      0.324553E-23      0.126484E-14      0.421999E-15      0.947017E-23      0.815486E-23      0.237886E-22      0.582415E-15      0.194315E-15      0.811570E-23      0.203002E-22      0.538076E+00      0.749786E-08      0.250157E-08      0.541622E-16      0.251587E-16      0.187101E-07      0.624240E-08      0.135296E-15      0.125421E-15      0.338036E-15      0.156288E-15      0.168807E+00      0.235225E-08      0.585994E-08      0.583529E-01      0.632162E-15      0.210913E-15      0.473303E-23      0.407588E-23      0.237680E-22      0.582593E-15      0.194375E-15      0.811818E-23      0.202987E-22      0.203126E-22      0.187980E-07      0.627172E-08      0.136183E-15      0.125760E-15      0.340152E-15      0.313480E-15      0.590722E-08      0.342546E-15      0.157096E-15      0.603597E-01      0.841086E-09      0.420754E-08      0.324781E-01      0.262639E+00      0.365977E-08      0.122104E-08      0.264370E-16      0.122801E-16      0.183080E-07      0.610824E-08      0.132511E-15      0.122603E-15      0.332197E-15      0.152965E-15      0.141320E+00      0.196923E-08      0.491402E-08      0.443353E-01      0.166031E-15      0.153012E-15      0.493710E-08      0.158528E-01      0.689794E-01      0.961199E-09      0.480841E-08      0.371162E-01      0.181167E-01
