           5          10          94         274  ! atoms, atom pairs, groups/coefficients, terms
    TERM   GROUP : EXPONENTS
       1       1 :    0   0   0   0   0   0   0   0   0   0
       2       2 :    0   0   0   0   0   0   0   0   0   1
       3       3 :    0   0   0   0   0   0   0   0   0   2
       4       4 :    0   0   0   0   0   0   0   0   0   3
       5       5 :    0   0   0   0   0   0   0   0   1   0
       6       6 :    0   0   0   0   0   0   0   0   1   1
       7       7 :    0   0   0   0   0   0   0   0   1   2
       8       8 :    0   0   0   0   0   0   0   0   2   0
       9       9 :    0   0   0   0   0   0   0   0   2   1
      10      10 :    0   0   0   0   0   0   0   0   3   0
      11       5 :    0   0   0   0   0   0   0   1   0   0
      12       6 :    0   0   0   0   0   0   0   1   0   1
      13       7 :    0   0   0   0   0   0   0   1   0   2
      14      11 :    0   0   0   0   0   0   0   1   1   0
      15      12 :    0   0   0   0   0   0   0   1   1   1
      16      13 :    0   0   0   0   0   0   0   1   2   0
      17       8 :    0   0   0   0   0   0   0   2   0   0
      18       9 :    0   0   0   0   0   0   0   2   0   1
      19      13 :    0   0   0   0   0   0   0   2   1   0
      20      10 :    0   0   0   0   0   0   0   3   0   0
      21      14 :    0   0   0   0   0   0   1   0   0   0
      22      15 :    0   0   0   0   0   0   1   0   0   1
      23      16 :    0   0   0   0   0   0   1   0   0   2
      24      17 :    0   0   0   0   0   0   1   0   1   0
      25      18 :    0   0   0   0   0   0   1   0   1   1
      26      19 :    0   0   0   0   0   0   1   0   2   0
      27      20 :    0   0   0   0   0   0   1   1   0   0
      28      21 :    0   0   0   0   0   0   1   1   0   1
      29      22 :    0   0   0   0   0   0   1   1   1   0
      30      23 :    0   0   0   0   0   0   1   2   0   0
      31      24 :    0   0   0   0   0   0   2   0   0   0
      32      25 :    0   0   0   0   0   0   2   0   0   1
      33      26 :    0   0   0   0   0   0   2   0   1   0
      34      27 :    0   0   0   0   0   0   2   1   0   0
      35      28 :    0   0   0   0   0   0   3   0   0   0
      36      14 :    0   0   0   0   0   1   0   0   0   0
      37      15 :    0   0   0   0   0   1   0   0   0   1
      38      16 :    0   0   0   0   0   1   0   0   0   2
      39      20 :    0   0   0   0   0   1   0   0   1   0
      40      21 :    0   0   0   0   0   1   0   0   1   1
      41      23 :    0   0   0   0   0   1   0   0   2   0
      42      17 :    0   0   0   0   0   1   0   1   0   0
      43      18 :    0   0   0   0   0   1   0   1   0   1
      44      22 :    0   0   0   0   0   1   0   1   1   0
      45      19 :    0   0   0   0   0   1   0   2   0   0
      46      29 :    0   0   0   0   0   1   1   0   0   0
      47      30 :    0   0   0   0   0   1   1   0   0   1
      48      31 :    0   0   0   0   0   1   1   0   1   0
      49      31 :    0   0   0   0   0   1   1   1   0   0
      50      32 :    0   0   0   0   0   1   2   0   0   0
      51      24 :    0   0   0   0   0   2   0   0   0   0
      52      25 :    0   0   0   0   0   2   0   0   0   1
      53      27 :    0   0   0   0   0   2   0   0   1   0
      54      26 :    0   0   0   0   0   2   0   1   0   0
      55      32 :    0   0   0   0   0   2   1   0   0   0
      56      28 :    0   0   0   0   0   3   0   0   0   0
      57      33 :    0   0   0   0   1   0   0   0   0   0
      58      34 :    0   0   0   0   1   0   0   0   1   0
      59      35 :    0   0   0   0   1   0   0   0   1   1
      60      36 :    0   0   0   0   1   0   0   0   2   0
      61      34 :    0   0   0   0   1   0   0   1   0   0
      62      35 :    0   0   0   0   1   0   0   1   0   1
      63      37 :    0   0   0   0   1   0   0   1   1   0
      64      36 :    0   0   0   0   1   0   0   2   0   0
      65      38 :    0   0   0   0   1   0   1   0   0   0
      66      39 :    0   0   0   0   1   0   1   0   0   1
      67      40 :    0   0   0   0   1   0   1   0   1   0
      68      41 :    0   0   0   0   1   0   1   1   0   0
      69      42 :    0   0   0   0   1   0   2   0   0   0
      70      38 :    0   0   0   0   1   1   0   0   0   0
      71      39 :    0   0   0   0   1   1   0   0   0   1
      72      41 :    0   0   0   0   1   1   0   0   1   0
      73      40 :    0   0   0   0   1   1   0   1   0   0
      74      43 :    0   0   0   0   1   1   1   0   0   0
      75      42 :    0   0   0   0   1   2   0   0   0   0
      76      44 :    0   0   0   0   2   0   0   0   0   0
      77      45 :    0   0   0   0   2   0   0   0   1   0
      78      45 :    0   0   0   0   2   0   0   1   0   0
      79      46 :    0   0   0   0   2   0   1   0   0   0
      80      46 :    0   0   0   0   2   1   0   0   0   0
      81      47 :    0   0   0   0   3   0   0   0   0   0
      82      14 :    0   0   0   1   0   0   0   0   0   0
      83      15 :    0   0   0   1   0   0   0   0   0   1
      84      16 :    0   0   0   1   0   0   0   0   0   2
      85      17 :    0   0   0   1   0   0   0   0   1   0
      86      18 :    0   0   0   1   0   0   0   0   1   1
      87      19 :    0   0   0   1   0   0   0   0   2   0
      88      20 :    0   0   0   1   0   0   0   1   0   0
      89      21 :    0   0   0   1   0   0   0   1   0   1
      90      22 :    0   0   0   1   0   0   0   1   1   0
      91      23 :    0   0   0   1   0   0   0   2   0   0
      92      48 :    0   0   0   1   0   0   1   0   0   0
      93      49 :    0   0   0   1   0   0   1   0   0   1
      94      50 :    0   0   0   1   0   0   1   0   1   0
      95      51 :    0   0   0   1   0   0   1   1   0   0
      96      52 :    0   0   0   1   0   0   2   0   0   0
      97      53 :    0   0   0   1   0   1   0   0   0   0
      98      54 :    0   0   0   1   0   1   0   0   0   1
      99      55 :    0   0   0   1   0   1   0   0   1   0
     100      55 :    0   0   0   1   0   1   0   1   0   0
     101      56 :    0   0   0   1   0   1   1   0   0   0
     102      57 :    0   0   0   1   0   2   0   0   0   0
     103      58 :    0   0   0   1   1   0   0   0   0   0
     104      59 :    0   0   0   1   1   0   0   0   0   1
     105      60 :    0   0   0   1   1   0   0   0   1   0
     106      61 :    0   0   0   1   1   0   0   1   0   0
     107      62 :    0   0   0   1   1   0   1   0   0   0
     108      63 :    0   0   0   1   1   1   0   0   0   0
     109      64 :    0   0   0   1   2   0   0   0   0   0
     110      24 :    0   0   0   2   0   0   0   0   0   0
     111      25 :    0   0   0   2   0   0   0   0   0   1
