           5          10          79         252  ! atoms, atom pairs, groups/coefficients, terms
    TERM   GROUP : EXPONENTS
      47      29 :        0       0       0       0       0       1       2       0       0       0
      48      21 :        0       0       0       0       0       2       0       0       0       0
      49      22 :        0       0       0       0       0       2       0       0       0       1
      50      24 :        0       0       0       0       0       2       0       0       1       0
      51      23 :        0       0       0       0       0       2       0       1       0       0
      52      29 :        0       0       0       0       0       2       1       0       0       0
      53      25 :        0       0       0       0       0       3       0       0       0       0
      54      30 :        0       0       0       0       1       0       0       0       1       0
      55      31 :        0       0       0       0       1       0       0       0       1       1
      56      32 :        0       0       0       0       1       0       0       0       2       0
      57      30 :        0       0       0       0       1       0       0       1       0       0
      58      31 :        0       0       0       0       1       0       0       1       0       1
      59      33 :        0       0       0       0       1       0       0       1       1       0
      60      32 :        0       0       0       0       1       0       0       2       0       0
      61      34 :        0       0       0       0       1       0       1       0       0       0
      62      35 :        0       0       0       0       1       0       1       0       0       1
      63      36 :        0       0       0       0       1       0       1       0       1       0
      64      37 :        0       0       0       0       1       0       1       1       0       0
      65      38 :        0       0       0       0       1       0       2       0       0       0
      66      34 :        0       0       0       0       1       1       0       0       0       0
      67      35 :        0       0       0       0       1       1       0       0       0       1
      68      37 :        0       0       0       0       1       1       0       0       1       0
      69      36 :        0       0       0       0       1       1       0       1       0       0
      70      39 :        0       0       0       0       1       1       1       0       0       0
      71      38 :        0       0       0       0       1       2       0       0       0       0
      72      40 :        0       0       0       0       2       0       0       0       1       0
      73      40 :        0       0       0       0       2       0       0       1       0       0
      74      41 :        0       0       0       0       2       0       1       0       0       0
      75      41 :        0       0       0       0       2       1       0       0       0       0
      76      11 :        0       0       0       1       0       0       0       0       0       0
      77      12 :        0       0       0       1       0       0       0       0       0       1
      78      13 :        0       0       0       1       0       0       0       0       0       2
      79      14 :        0       0       0       1       0       0       0       0       1       0
      80      15 :        0       0       0       1       0       0       0       0       1       1
      81      16 :        0       0       0       1       0       0       0       0       2       0
      82      17 :        0       0       0       1       0       0       0       1       0       0
      83      18 :        0       0       0       1       0       0       0       1       0       1
      84      19 :        0       0       0       1       0       0       0       1       1       0
      85      20 :        0       0       0       1       0       0       0       2       0       0
      86      42 :        0       0       0       1       0       0       1       0       0       0
      87      43 :        0       0       0       1       0       0       1       0       0       1
      88      44 :        0       0       0       1       0       0       1       0       1       0
      89      45 :        0       0       0       1       0       0       1       1       0       0
      90      46 :        0       0       0       1       0       0       2       0       0       0
      91      47 :        0       0       0       1       0       1       0       0       0       0
      92      48 :        0       0       0       1       0       1       0       0       0       1
      93      49 :        0       0       0       1       0       1       0       0       1       0
      94      49 :        0       0       0       1       0       1       0       1       0       0
      95      50 :        0       0       0       1       0       1       1       0       0       0
      96      51 :        0       0       0       1       0       2       0       0       0       0
      97      52 :        0       0       0       1       1       0       0       0       0       0
      98      53 :        0       0       0       1       1       0       0       0       0       1
      99      54 :        0       0       0       1       1       0       0       0       1       0
     100      55 :        0       0       0       1       1       0       0       1       0       0
     101      56 :        0       0       0       1       1       0       1       0       0       0
     102      57 :        0       0       0       1       1       1       0       0       0       0
     103      58 :        0       0       0       1       2       0       0       0       0       0
     104      21 :        0       0       0       2       0       0       0       0       0       0
     105      22 :        0       0       0       2       0       0       0       0       0       1
     106      23 :        0       0       0       2       0       0       0       0       1       0
     107      24 :        0       0       0       2       0       0       0       1       0       0
     108      46 :        0       0       0       2       0       0       1       0       0       0
     109      51 :        0       0       0       2       0       1       0       0       0       0
     110      59 :        0       0       0       2       1       0       0       0       0       0
     111      25 :        0       0       0       3       0       0       0       0       0       0
     112      11 :        0       0       1       0       0       0       0       0       0       0
     113      12 :        0       0       1       0       0       0       0       0       0       1
     114      13 :        0       0       1       0       0       0       0       0       0       2
     115      17 :        0       0       1       0       0       0       0       0       1       0
     116      18 :        0       0       1       0       0       0       0       0       1       1
     117      20 :        0       0       1       0       0       0       0       0       2       0
     118      14 :        0       0       1       0       0       0       0       1       0       0
     119      15 :        0       0       1       0       0       0       0       1       0       1
     120      19 :        0       0       1       0       0       0       0       1       1       0
     121      16 :        0       0       1       0       0       0       0       2       0       0
     122      47 :        0       0       1       0       0       0       1       0       0       0
     123      48 :        0       0       1       0       0       0       1       0       0       1
     124      49 :        0       0       1       0       0       0       1       0       1       0
     125      49 :        0       0       1       0       0       0       1       1       0       0
     126      51 :        0       0       1       0       0       0       2       0       0       0
     127      42 :        0       0       1       0       0       1       0       0       0       0
     128      43 :        0       0       1       0       0       1       0       0       0       1
     129      45 :        0       0       1       0       0       1       0       0       1       0
     130      44 :        0       0       1       0       0       1       0       1       0       0
     131      50 :        0       0       1       0       0       1       1       0       0       0
     132      46 :        0       0       1       0       0       2       0       0       0       0
     133      52 :        0       0       1       0       1       0       0       0       0       0
     134      53 :        0       0       1       0       1       0       0       0       0       1
     135      55 :        0       0       1       0       1       0       0       0       1       0
     136      54 :        0       0       1       0       1       0       0       1       0       0
     137      57 :        0       0       1       0       1       0       1       0       0       0
     138      56 :        0       0       1       0       1       1       0       0       0       0
     139      58 :        0       0       1       0       2       0       0       0       0       0
     140      26 :        0       0       1       1       0       0       0       0       0       0
     141      27 :        0       0       1       1       0       0       0       0       0       1
     142      28 :        0       0       1       1       0       0       0       0       1       0
     143      28 :        0       0       1       1       0       0       0       1       0       0
     144      50 :        0       0       1       1       0       0       1       0       0       0
     145      50 :        0       0       1       1       0       1       0       0       0       0
     146      60 :        0       0       1       1       1       0       0       0       0       0
     147      29 :        0       0       1       2       0       0       0       0       0       0
     148      21 :        0       0       2       0       0       0       0       0       0       0
     149      22 :        0       0       2       0       0       0       0       0       0       1
     150      24 :        0       0       2       0       0       0       0       0       1       0
     151      23 :        0       0       2       0       0       0       0       1       0       0
     152      51 :        0       0       2       0       0       0       1       0       0       0
     153      46 :        0       0       2       0       0       1       0       0       0       0
     154      59 :        0       0       2       0       1       0       0       0       0       0
     155      29 :        0       0       2       1       0       0       0       0       0       0
     156      25 :        0       0       3       0       0       0       0       0       0       0
     157      30 :        0       1       0       0       0       0       0       0       1       0
     158      31 :        0       1       0       0       0       0       0       0       1       1
     159      32 :        0       1       0       0       0       0       0       0       2       0
     160      30 :        0       1       0       0       0       0       0       1       0       0
     161      31 :        0       1       0       0       0       0       0       1       0       1
     162      33 :        0       1       0       0       0       0       0       1       1       0
     163      32 :        0       1       0       0       0       0       0       2       0       0
     164      52 :        0       1       0       0       0       0       1       0       0       0
     165      53 :        0       1       0       0       0       0       1       0       0       1
     166      54 :        0       1       0       0       0       0       1       0       1       0
     167      55 :        0       1       0       0       0       0       1       1       0       0
     168      59 :        0       1       0       0       0       0       2       0       0       0
     169      52 :        0       1       0       0       0       1       0       0       0       0
     170      53 :        0       1       0       0       0       1       0       0       0       1
     171      55 :        0       1       0       0       0       1       0       0       1       0
     172      54 :        0       1       0       0       0       1       0       1       0       0
     173      60 :        0       1       0       0       0       1       1       0       0       0
     174      59 :        0       1       0       0       0       2       0       0       0       0
     175      61 :        0       1       0       0       1       0       0       0       1       0
     176      61 :        0       1       0       0       1       0       0       1       0       0
     177      62 :        0       1       0       0       1       0       1       0       0       0
     178      62 :        0       1       0       0       1       1       0       0       0       0
     179      34 :        0       1       0       1       0       0       0       0       0       0
     180      35 :        0       1       0       1       0       0       0       0       0       1
     181      36 :        0       1       0       1       0       0       0       0       1       0
     182      37 :        0       1       0       1       0       0       0       1       0       0
     183      56 :        0       1       0       1       0       0       1       0       0       0
     184      57 :        0       1       0       1       0       1       0       0       0       0
     185      62 :        0       1       0       1       1       0       0       0       0       0
     186      38 :        0       1       0       2       0       0       0       0       0       0
     187      34 :        0       1       1       0       0       0       0       0       0       0
     188      35 :        0       1       1       0       0       0       0       0       0       1
     189      37 :        0       1       1       0       0       0       0       0       1       0
     190      36 :        0       1       1       0       0       0       0       1       0       0
     191      57 :        0       1       1       0       0       0       1       0       0       0
     192      56 :        0       1       1       0       0       1       0       0       0       0
     193      62 :        0       1       1       0       1       0       0       0       0       0
     194      39 :        0       1       1       1       0       0       0       0       0       0
     195      38 :        0       1       2       0       0       0       0       0       0       0
     196      40 :        0       2       0       0       0       0       0       0       1       0
     197      40 :        0       2       0       0       0       0       0       1       0       0
     198      58 :        0       2       0       0       0       0       1       0       0       0
     199      58 :        0       2       0       0       0       1       0       0       0       0
     200      41 :        0       2       0       1       0       0       0       0       0       0
     201      41 :        0       2       1       0       0       0       0       0       0       0
     202      63 :        1       0       0       0       0       0       0       0       1       0
     203      64 :        1       0       0       0       0       0       0       0       1       1
     204      65 :        1       0       0       0       0       0       0       0       2       0
     205      63 :        1       0       0       0       0       0       0       1       0       0
     206      64 :        1       0       0       0       0       0       0       1       0       1
     207      66 :        1       0       0       0       0       0       0       1       1       0
     208      65 :        1       0       0       0       0       0       0       2       0       0
     209      67 :        1       0       0       0       0       0       1       0       0       0
     210      68 :        1       0       0       0       0       0       1       0       0       1
     211      69 :        1       0       0       0       0       0       1       0       1       0
     212      70 :        1       0       0       0       0       0       1       1       0       0
     213      71 :        1       0       0       0       0       0       2       0       0       0
     214      67 :        1       0       0       0       0       1       0       0       0       0
     215      68 :        1       0       0       0       0       1       0       0       0       1
     216      70 :        1       0       0       0       0       1       0       0       1       0
     217      69 :        1       0       0       0       0       1       0       1       0       0
     218      72 :        1       0       0       0       0       1       1       0       0       0
     219      71 :        1       0       0       0       0       2       0       0       0       0
     220      73 :        1       0       0       0       1       0       0       0       1       0
     221      73 :        1       0       0       0       1       0       0       1       0       0
     222      74 :        1       0       0       0       1       0       1       0       0       0
     223      74 :        1       0       0       0       1       1       0       0       0       0
     224      67 :        1       0       0       1       0       0       0       0       0       0
     225      68 :        1       0       0       1       0       0       0       0       0       1
     226      69 :        1       0       0       1       0       0       0       0       1       0
     227      70 :        1       0       0       1       0       0       0       1       0       0
     228      75 :        1       0       0       1       0       0       1       0       0       0
     229      76 :        1       0       0       1       0       1       0       0       0       0
     230      77 :        1       0       0       1       1       0       0       0       0       0
     231      71 :        1       0       0       2       0       0       0       0       0       0
     232      67 :        1       0       1       0       0       0       0       0       0       0
     233      68 :        1       0       1       0       0       0       0       0       0       1
     234      70 :        1       0       1       0       0       0       0       0       1       0
     235      69 :        1       0       1       0       0       0       0       1       0       0
     236      76 :        1       0       1       0       0       0       1       0       0       0
     237      75 :        1       0       1       0       0       1       0       0       0       0
     238      77 :        1       0       1       0       1       0       0       0       0       0
     239      72 :        1       0       1       1       0       0       0       0       0       0
     240      71 :        1       0       2       0       0       0       0       0       0       0
     241      73 :        1       1       0       0       0       0       0       0       1       0
     242      73 :        1       1       0       0       0       0       0       1       0       0
     243      77 :        1       1       0       0       0       0       1       0       0       0
     244      77 :        1       1       0       0       0       1       0       0       0       0
     245      74 :        1       1       0       1       0       0       0       0       0       0
     246      74 :        1       1       1       0       0       0       0       0       0       0
     247      78 :        2       0       0       0       0       0       0       0       1       0
     248      78 :        2       0       0       0       0       0       0       1       0       0
     249      79 :        2       0       0       0       0       0       1       0       0       0
     250      79 :        2       0       0       0       0       1       0       0       0       0
     251      79 :        2       0       0       1       0       0       0       0       0       0
     252      79 :        2       0       1       0       0       0       0       0       0       0
